"Kod","Nazwa","ludność na 1 km2,2024,[osoba]","gęstość zaludnienia powierzchni zabudowanej i zurbanizowanej (osoby/km2),2024,[osoba]","zmiana liczby ludności na 1000 mieszkańców,2024,[osoba]","ludność w tysiącach,2024,[tys. osób]","ludność w tysiącach mężczyźni,2024,[tys. osób]","ludność w tysiącach kobiety,2024,[tys. osób]","wskaźnik urbanizacji,2024,[%]",
2814013,"Barczewo (3)",57.3,,5.1,18.33,9.11,9.22,39.8,
2814014,"Barczewo - miasto (4)",1592.1,,-11.5,7.29,3.55,3.74,100.0,
2814015,"Barczewo - obszar wiejski (5)",35.0,,16.4,11.04,5.56,5.48,0.0,
2814023,"Biskupiec (3)",60.7,,-6.0,17.63,8.49,9.14,56.0,
2814024,"Biskupiec - miasto (4)",1973.0,,-6.0,9.87,4.55,5.32,100.0,
2814025,"Biskupiec - obszar wiejski (5)",27.2,,-6.0,7.76,3.95,3.82,0.0,
2814033,"Dobre Miasto (3)",57.8,,-2.5,14.96,7.31,7.65,61.5,
2814034,"Dobre Miasto - miasto (4)",1892.8,,-6.1,9.20,4.39,4.81,100.0,
2814035,"Dobre Miasto - obszar wiejski (5)",22.7,,3.1,5.76,2.92,2.83,0.0,
2814042,"Dywity (2)",86.6,,17.8,13.95,6.86,7.09,0.0,
2814052,"Gietrzwałd (2)",40.7,,10.7,7.02,3.50,3.52,0.0,
2814063,"Jeziorany (3)",32.4,,-13.0,6.86,3.39,3.47,42.2,
2814064,"Jeziorany - miasto (4)",848.7,,-16.7,2.89,1.34,1.55,100.0,
2814065,"Jeziorany - obszar wiejski (5)",19.1,,-10.2,3.97,2.05,1.92,0.0,
2814072,"Jonkowo (2)",47.0,,14.0,7.92,4.00,3.92,0.0,
2814082,"Kolno (2)",15.1,,-21.0,2.70,1.40,1.30,0.0,
2814093,"Olsztynek (3)",35.2,,-2.4,13.08,6.41,6.67,54.9,
2814094,"Olsztynek - miasto (4)",933.3,,1.7,7.18,3.44,3.74,100.0,
2814095,"Olsztynek - obszar wiejski (5)",16.2,,-7.2,5.91,2.97,2.93,0.0,
2814102,"Purda (2)",28.4,,5.7,9.03,4.47,4.55,0.0,
2814112,"Stawiguda (2)",69.1,,28.7,15.41,7.53,7.87,0.0,
2814122,"Świątki (2)",22.4,,-8.6,3.68,1.85,1.83,0.0,
2815000,"Powiat ostródzki",55.6,,-8.4,98.24,48.30,49.94,49.2,
2815011,"Ostróda (1)",2192.8,,-9.8,31.03,14.57,16.46,100.0,
2815022,"Dąbrówno (2)",23.1,,-11.1,3.83,1.97,1.85,0.0,
2815032,"Grunwald (2)",27.7,,-16.4,4.99,2.50,2.49,0.0,
2815042,"Łukta (2)",23.2,,-8.9,4.33,2.19,2.15,0.0,
2815052,"Małdyty (2)",30.1,,-12.0,5.70,2.89,2.81,0.0,
2815063,"Miłakowo (3)",30.8,,-9.7,4.89,2.46,2.43,48.9,
2815064,"Miłakowo - miasto (4)",272.6,,-4.6,2.39,1.18,1.21,100.0,
2815065,"Miłakowo - obszar wiejski (5)",16.7,,-14.6,2.50,1.28,1.22,0.0,
2815073,"Miłomłyn (3)",29.5,,-0.8,4.74,2.38,2.37,51.2,
2815074,"Miłomłyn - miasto (4)",196.1,,7.5,2.43,1.21,1.22,100.0,
2815075,"Miłomłyn - obszar wiejski (5)",15.6,,-9.4,2.32,1.17,1.15,0.0,
2815083,"Morąg (3)",73.2,,-9.8,22.79,11.26,11.52,55.0,
2815084,"Morąg - miasto (4)",2051.4,,-17.5,12.53,6.00,6.53,100.0,
2815085,"Morąg - obszar wiejski (5)",33.6,,-0.2,10.25,5.26,4.99,0.0,
2815092,"Ostróda (2)",39.8,,-0.5,15.95,8.08,7.87,0.0,
2816000,"Powiat piski",29.0,,-8.1,51.55,25.60,25.95,58.7,
2816013,"Biała Piska (3)",24.5,,-4.6,10.31,5.17,5.14,35.4,
2816014,"Biała Piska - miasto (4)",1127.5,,-5.5,3.65,1.79,1.86,100.0,
2816015,"Biała Piska - obszar wiejski (5)",15.9,,-4.2,6.65,3.38,3.28,0.0,
2816023,"Orzysz (3)",22.9,,-8.3,8.30,4.17,4.12,62.7,
2816024,"Orzysz - miasto (4)",636.5,,-15.0,5.20,2.57,2.63,100.0,
2816025,"Orzysz - obszar wiejski (5)",8.7,,3.2,3.10,1.60,1.50,0.0,
2816033,"Pisz (3)",40.6,,-7.5,25.75,12.78,12.97,67.6,
2816034,"Pisz - miasto (4)",1726.2,,-15.4,17.40,8.50,8.90,100.0,
2816035,"Pisz - obszar wiejski (5)",13.4,,9.4,8.35,4.27,4.08,0.0,
2816043,"Ruciane-Nida (3)",20.1,,-14.8,7.20,3.48,3.72,55.6,
2816044,"Ruciane-Nida - miasto (4)",234.3,,-17.7,4.00,1.89,2.11,100.0,
2816045,"Ruciane-Nida - obszar wiejski (5)",9.4,,-11.1,3.20,1.59,1.61,0.0,
2817000,"Powiat szczycieński",34.2,,-6.0,66.13,32.69,33.44,40.7,
2817011,"Szczytno (1)",2165.0,,-13.4,21.59,10.25,11.34,100.0,
2817022,"Dźwierzuty (2)",21.9,,-9.6,5.77,2.90,2.87,0.0,
2817032,"Jedwabno (2)",11.0,,-6.4,3.43,1.71,1.72,0.0,
2817043,"Pasym (3)",33.7,,-4.6,5.03,2.49,2.53,47.4,
2817044,"Pasym - miasto (4)",157.0,,-2.9,2.38,1.17,1.22,100.0,
2817045,"Pasym - obszar wiejski (5)",19.7,,-6.0,2.64,1.33,1.32,0.0,
2817052,"Rozogi (2)",23.0,,-6.0,5.16,2.64,2.52,0.0,
2817062,"Szczytno (2)",39.5,,9.1,13.69,6.86,6.83,0.0,
2817072,"Świętajno (2)",18.9,,-11.3,5.27,2.70,2.57,0.0,
2817083,"Wielbark (3)",17.8,,-6.6,6.20,3.13,3.07,47.7,
2817084,"Wielbark - miasto (4)",161.6,,-7.1,2.96,1.46,1.50,100.0,
2817085,"Wielbark - obszar wiejski (5)",9.8,,-6.1,3.24,1.67,1.57,0.0,
2818000,"Powiat gołdapski",31.9,,-10.0,24.61,12.16,12.45,53.1,
2818012,"Banie Mazurskie (2)",15.3,,-13.5,3.14,1.60,1.54,0.0,
2818022,"Dubeninki (2)",12.5,,-27.7,2.56,1.28,1.29,0.0,
2818033,"Gołdap (3)",52.2,,-6.9,18.91,9.29,9.62,69.1,
2818034,"Gołdap - miasto (4)",759.1,,-9.6,13.06,6.30,6.76,100.0,
2818035,"Gołdap - obszar wiejski (5)",17.0,,-0.9,5.85,2.99,2.87,0.0,
2819000,"Powiat węgorzewski",29.7,,-9.3,20.61,10.27,10.34,50.9,
2819012,"Budry (2)",14.3,,-17.3,2.50,1.28,1.22,0.0,
2819022,"Pozezdrze (2)",16.7,,-3.0,2.95,1.51,1.45,0.0,
2819033,"Węgorzewo (3)",44.4,,-9.2,15.16,7.49,7.67,69.2,
2819034,"Węgorzewo - miasto (4)",964.2,,-6.9,10.49,5.13,5.36,100.0,
2819035,"Węgorzewo - obszar wiejski (5)",14.1,,-14.1,4.67,2.36,2.31,0.0,
2861000,"Powiat m. Elbląg",1403.8,,-7.7,112.05,53.32,58.73,100.0,
2861011,"Elbląg (1)",1403.8,,-7.7,112.05,53.32,58.73,100.0,
2862000,"Powiat m. Olsztyn",1884.0,,-5.5,166.39,77.39,89.00,100.0,
2862011,"Olsztyn (1)",1884.0,,-5.5,166.39,77.39,89.00,100.0,
3000000,"WIELKOPOLSKIE",116.7,1927,-2.3,3479.99,1690.04,1789.94,52.9,
3001000,"Powiat chodzieski",65.5,,-7.3,44.88,21.95,22.93,63.6,
3001011,"Chodzież (1)",1334.6,,-16.1,17.04,8.03,9.02,100.0,
3001023,"Budzyń (3)",39.7,,1.2,8.30,4.18,4.13,56.2,
3001024,"Budzyń - miasto (4)",115.0,,-0.4,4.67,2.30,2.37,100.0,
3001025,"Budzyń - obszar wiejski (5)",21.6,,3.3,3.63,1.88,1.76,0.0,
3001032,"Chodzież (2)",29.0,,4.4,6.17,3.10,3.08,0.0,
3001043,"Margonin (3)",50.6,,-10.5,6.24,3.14,3.09,47.1,
3001044,"Margonin - miasto (4)",570.9,,-9.1,2.94,1.45,1.49,100.0,
3001045,"Margonin - obszar wiejski (5)",27.9,,-11.7,3.30,1.69,1.61,0.0,
3001053,"Szamocin (3)",56.0,,-3.2,7.12,3.51,3.62,54.6,
3001054,"Szamocin - miasto (4)",832.3,,-3.3,3.89,1.87,2.02,100.0,
3001055,"Szamocin - obszar wiejski (5)",26.4,,-3.1,3.24,1.64,1.60,0.0,
3002000,"Powiat czarnkowsko-trzcianecki",45.8,,-7.1,82.85,41.14,41.71,45.2,
3002011,"Czarnków (1)",958.9,,-14.6,9.77,4.69,5.09,100.0,
3002022,"Czarnków (2)",32.1,,-4.5,11.14,5.66,5.48,0.0,
3002032,"Drawsko (2)",34.0,,-4.7,5.54,2.74,2.80,0.0,
3002043,"Krzyż Wielkopolski (3)",46.7,,-12.8,8.13,4.03,4.10,71.6,
3002044,"Krzyż Wielkopolski - miasto (4)",998.8,,-10.0,5.82,2.82,3.00,100.0,
3002045,"Krzyż Wielkopolski - obszar wiejski (5)",13.7,,-19.5,2.31,1.21,1.10,0.0,
3002052,"Lubasz (2)",45.0,,-0.1,7.52,3.80,3.72,0.0,
3002062,"Połajewo (2)",42.0,,-3.4,5.94,3.04,2.90,0.0,
3002073,"Trzcianka (3)",62.3,,-3.9,23.29,11.38,11.91,70.1,
3002074,"Trzcianka - miasto (4)",891.6,,-6.4,16.32,7.83,8.49,100.0,
3002075,"Trzcianka - obszar wiejski (5)",19.6,,2.0,6.97,3.55,3.42,0.0,
3002083,"Wieleń (3)",26.8,,-13.0,11.52,5.81,5.71,48.2,
3002084,"Wieleń - miasto (4)",1204.8,,-21.7,5.55,2.75,2.80,100.0,
3002085,"Wieleń - obszar wiejski (5)",14.0,,-4.8,5.97,3.06,2.91,0.0,
3003000,"Powiat gnieźnieński",112.1,,-4.6,140.65,68.67,71.99,58.6,
3003011,"Gniezno (1)",1547.3,,-11.5,62.82,29.85,32.97,100.0,
3003023,"Czerniejewo (3)",64.7,,-3.0,7.24,3.62,3.62,35.3,
3003024,"Czerniejewo - miasto (4)",250.7,,0.0,2.56,1.26,1.30,100.0,
3003025,"Czerniejewo - obszar wiejski (5)",46.0,,-4.7,4.68,2.36,2.33,0.0,
3003032,"Gniezno (2)",83.7,,22.9,14.91,7.45,7.47,0.0,
3003042,"Kiszkowo (2)",44.5,,-7.4,5.10,2.56,2.54,0.0,
3003053,"Kłecko (3)",53.6,,-5.3,7.07,3.54,3.53,35.3,
3003054,"Kłecko - miasto (4)",259.6,,-9.9,2.50,1.23,1.26,100.0,
3003055,"Kłecko - obszar wiejski (5)",37.4,,-2.8,4.58,2.31,2.27,0.0,
3003062,"Łubowo (2)",65.3,,15.3,7.41,3.71,3.71,0.0,
3003072,"Mieleszyn (2)",36.5,,-17.7,3.61,1.80,1.81,0.0,
3003082,"Niechanowo (2)",55.9,,-9.9,5.90,2.97,2.93,0.0,
3003093,"Trzemeszno (3)",77.8,,-5.1,13.63,6.77,6.86,52.8,
3003094,"Trzemeszno - miasto (4)",1317.8,,-10.6,7.20,3.48,3.71,100.0,
3003095,"Trzemeszno - obszar wiejski (5)",37.9,,1.1,6.44,3.29,3.15,0.0,
3003103,"Witkowo (3)",70.2,,-5.8,12.96,6.40,6.56,56.7,
3003104,"Witkowo - miasto (4)",885.2,,-10.8,7.35,3.58,3.77,100.0,
3003105,"Witkowo - obszar wiejski (5)",31.8,,0.9,5.61,2.82,2.79,0.0,
3004000,"Powiat gostyński",90.1,,-7.3,72.98,36.22,36.76,43.2,
3004013,"Borek Wielkopolski (3)",54.6,,-8.7,6.97,3.50,3.47,34.7,
3004014,"Borek Wielkopolski - miasto (4)",384.3,,-7.8,2.42,1.20,1.21,100.0,
3004015,"Borek Wielkopolski - obszar wiejski (5)",37.5,,-9.1,4.55,2.30,2.25,0.0,
3004023,"Gostyń (3)",201.1,,-5.6,27.61,13.48,14.13,71.2,
3004024,"Gostyń - miasto (4)",1770.3,,-8.3,19.65,9.43,10.22,100.0,
3004025,"Gostyń - obszar wiejski (5)",63.1,,1.0,7.96,4.05,3.91,0.0,
3004033,"Krobia (3)",96.7,,-6.8,12.52,6.25,6.28,36.2,
3004034,"Krobia - miasto (4)",642.3,,3.3,4.53,2.20,2.32,100.0,
3004035,"Krobia - obszar wiejski (5)",65.3,,-12.5,8.00,4.04,3.95,0.0,
3004042,"Pępowo (2)",65.4,,-11.0,5.67,2.86,2.81,0.0,
3004052,"Piaski (2)",80.8,,-12.6,8.14,4.12,4.01,0.0,
3004063,"Pogorzela (3)",48.2,,-2.4,4.66,2.34,2.32,43.7,
3004064,"Pogorzela - miasto (4)",467.2,,2.5,2.04,1.02,1.02,100.0,
3004065,"Pogorzela - obszar wiejski (5)",28.4,,-6.1,2.62,1.32,1.30,0.0,
3004073,"Poniec (3)",56.2,,-7.8,7.42,3.67,3.75,39.2,
3004074,"Poniec - miasto (4)",737.3,,-4.5,2.91,1.39,1.52,100.0,
3004075,"Poniec - obszar wiejski (5)",35.2,,-9.9,4.51,2.28,2.24,0.0,
3005000,"Powiat grodziski",80.0,,-0.4,51.54,25.60,25.94,39.5,
3005012,"Granowo (2)",73.7,,-1.6,5.04,2.52,2.52,0.0,
3005023,"Grodzisk Wielkopolski (3)",151.3,,0.5,20.38,10.05,10.33,74.2,
3005024,"Grodzisk Wielkopolski - miasto (4)",830.0,,-0.6,15.12,7.40,7.71,100.0,
3005025,"Grodzisk Wielkopolski - obszar wiejski (5)",45.2,,3.6,5.27,2.65,2.62,0.0,
3005032,"Kamieniec (2)",46.8,,-2.9,6.19,3.12,3.08,0.0,
3005043,"Rakoniewice (3)",66.0,,0.0,13.25,6.59,6.66,27.3,
3005044,"Rakoniewice - miasto (4)",1073.6,,7.8,3.62,1.77,1.85,100.0,
3005045,"Rakoniewice - obszar wiejski (5)",48.8,,-2.9,9.64,4.82,4.81,0.0,
3005053,"Wielichowo (3)",62.0,,-0.5,6.67,3.32,3.35,24.7,
3005054,"Wielichowo - miasto (4)",1329.0,,-10.2,1.65,0.79,0.86,100.0,
3005055,"Wielichowo - obszar wiejski (5)",47.2,,2.8,5.02,2.53,2.49,0.0,
3006000,"Powiat jarociński",118.2,,-3.0,69.54,33.79,35.75,42.8,
3006013,"Jaraczewo (3)",56.7,,-7.2,7.54,3.64,3.90,18.2,
3006014,"Jaraczewo - miasto (4)",136.3,,4.4,1.37,0.67,0.71,100.0,
3006015,"Jaraczewo - obszar wiejski (5)",50.2,,-9.8,6.17,2.98,3.19,0.0,
3006023,"Jarocin (3)",227.0,,-0.7,45.43,21.86,23.57,57.9,
3006024,"Jarocin - miasto (4)",1185.9,,0.2,26.29,12.46,13.83,100.0,
3006025,"Jarocin - obszar wiejski (5)",107.6,,-1.9,19.14,9.40,9.74,0.0,
3006032,"Kotlin (2)",82.0,,-8.1,6.88,3.42,3.46,0.0,
3006043,"Żerków (3)",56.5,,-6.8,9.68,4.87,4.81,21.4,
3006044,"Żerków - miasto (4)",957.9,,-5.3,2.07,1.02,1.05,100.0,
3006045,"Żerków - obszar wiejski (5)",45.0,,-7.2,7.61,3.85,3.76,0.0,
3007000,"Powiat kaliski",70.6,,-3.2,81.95,40.30,41.65,8.1,
3007012,"Blizanów (2)",63.9,,-3.1,10.06,4.90,5.16,0.0,
3007022,"Brzeziny (2)",45.1,,-0.2,5.73,2.76,2.96,0.0,
3007032,"Ceków-Kolonia (2)",53.3,,-5.5,4.71,2.34,2.37,0.0,
3007042,"Godziesze Wielkie (2)",96.8,,2.1,10.20,5.12,5.08,0.0,
3007053,"Koźminek (3)",82.4,,-3.3,7.29,3.58,3.71,24.9,
3007054,"Koźminek - miasto (4)",300.5,,-4.4,1.82,0.90,0.92,100.0,
3007055,"Koźminek - obszar wiejski (5)",66.4,,-2.9,5.48,2.69,2.79,0.0,
3007062,"Lisków (2)",67.0,,-12.5,5.07,2.43,2.65,0.0,
3007072,"Mycielin (2)",41.7,,-1.9,4.62,2.30,2.32,0.0,
3007083,"Opatówek (3)",101.7,,-2.0,10.60,5.16,5.45,32.8,
3007084,"Opatówek - miasto (4)",401.0,,-3.4,3.48,1.62,1.86,100.0,
3007085,"Opatówek - obszar wiejski (5)",74.5,,-1.3,7.12,3.53,3.59,0.0,
3007093,"Stawiszyn (3)",84.0,,-7.6,6.57,3.23,3.35,20.6,
3007094,"Stawiszyn - miasto (4)",1366.7,,-2.2,1.35,0.67,0.69,100.0,
3007095,"Stawiszyn - obszar wiejski (5)",67.6,,-8.9,5.22,2.56,2.66,0.0,
3007102,"Szczytniki (2)",68.0,,-3.4,7.52,3.74,3.78,0.0,
3007112,"Żelazków (2)",84.3,,-3.5,9.58,4.75,4.84,0.0,
3008000,"Powiat kępiński",91.7,,-2.9,55.76,27.57,28.19,26.4,
3008012,"Baranów (2)",111.4,,3.4,8.29,4.19,4.10,0.0,
3008022,"Bralin (2)",71.7,,3.6,6.12,3.09,3.04,0.0,
3008033,"Kępno (3)",194.1,,-3.3,24.04,11.68,12.36,55.7,
3008034,"Kępno - miasto (4)",1719.5,,-10.0,13.40,6.36,7.03,100.0,
3008035,"Kępno - obszar wiejski (5)",91.7,,5.3,10.65,5.32,5.33,0.0,
3008042,"Łęka Opatowska (2)",66.0,,-5.8,5.13,2.60,2.53,0.0,
3008052,"Perzów (2)",49.8,,-3.5,3.75,1.85,1.90,0.0,
3008063,"Rychtal (3)",36.7,,0.0,3.54,1.77,1.78,37.4,
3008064,"Rychtal - miasto (4)",334.6,,0.0,1.33,0.65,0.68,100.0,
3008065,"Rychtal - obszar wiejski (5)",23.9,,0.0,2.22,1.12,1.10,0.0,
3008072,"Trzcinica (2)",65.1,,-7.5,4.89,2.40,2.49,0.0,
3009000,"Powiat kolski",79.9,,-10.0,80.74,39.51,41.23,34.7,
3009011,"Koło (1)",1376.5,,-17.5,19.08,8.87,10.21,100.0,
3009022,"Babiak (2)",54.1,,-15.6,7.24,3.66,3.58,0.0,
3009032,"Chodów (2)",35.5,,-13.2,2.76,1.37,1.39,0.0,
3009043,"Dąbie (3)",43.3,,-16.2,5.64,2.77,2.87,29.8,
3009044,"Dąbie - miasto (4)",190.7,,-14.7,1.68,0.80,0.88,100.0,
3009045,"Dąbie - obszar wiejski (5)",32.6,,-16.9,3.96,1.97,1.99,0.0,
3009052,"Grzegorzew (2)",72.7,,-4.1,5.33,2.65,2.67,0.0,
3009063,"Kłodawa (3)",90.7,,-10.2,11.70,5.71,5.99,49.4,
3009064,"Kłodawa - miasto (4)",1339.9,,-16.2,5.78,2.77,3.00,100.0,
3009065,"Kłodawa - obszar wiejski (5)",47.5,,-4.4,5.92,2.94,2.98,0.0,
3009072,"Koło (2)",77.9,,0.8,8.00,4.03,3.96,0.0,
3009082,"Kościelec (2)",64.8,,1.6,6.78,3.35,3.43,0.0,
3009092,"Olszówka (2)",50.1,,-8.2,4.09,2.07,2.02,0.0,
3009102,"Osiek Mały (2)",72.0,,-0.2,6.29,3.14,3.15,0.0,
3009113,"Przedecz (3)",50.3,,-18.9,3.84,1.88,1.96,38.9,
3009114,"Przedecz - miasto (4)",501.0,,-26.7,1.49,0.75,0.75,100.0,
3009115,"Przedecz - obszar wiejski (5)",32.0,,-13.9,2.35,1.14,1.21,0.0,
3010000,"Powiat koniński",81.4,,-2.9,128.47,63.87,64.60,13.1,
3010013,"Golina (3)",125.0,,3.3,12.37,6.18,6.20,34.2,
3010014,"Golina - miasto (4)",1203.7,,-11.0,4.24,2.06,2.18,100.0,
3010015,"Golina - obszar wiejski (5)",85.2,,10.9,8.14,4.12,4.02,0.0,
3010022,"Grodziec (2)",41.7,,-7.9,4.91,2.47,2.45,0.0,
3010032,"Kazimierz Biskupi (2)",107.0,,-1.7,11.52,5.70,5.82,0.0,
3010043,"Kleczew (3)",86.4,,-8.0,9.53,4.70,4.83,40.0,
3010044,"Kleczew - miasto (4)",489.7,,-20.0,3.82,1.84,1.98,100.0,
3010045,"Kleczew - obszar wiejski (5)",55.8,,0.2,5.72,2.86,2.86,0.0,
3010052,"Kramsk (2)",88.0,,-2.0,11.62,5.77,5.84,0.0,
3010062,"Krzymów (2)",89.5,,-3.6,8.28,4.13,4.15,0.0,
3010073,"Rychwał (3)",67.6,,-1.4,7.97,3.96,4.01,29.7,
3010074,"Rychwał - miasto (4)",244.4,,-5.0,2.37,1.19,1.18,100.0,
3010075,"Rychwał - obszar wiejski (5)",51.8,,0.2,5.60,2.77,2.83,0.0,
3010082,"Rzgów (2)",67.9,,-2.7,7.11,3.55,3.56,0.0,
3010092,"Skulsk (2)",66.8,,-7.7,5.67,2.84,2.84,0.0,
3010103,"Sompolno (3)",72.8,,-4.4,10.01,4.95,5.06,33.0,
3010104,"Sompolno - miasto (4)",532.4,,-9.0,3.31,1.59,1.72,100.0,
3010105,"Sompolno - obszar wiejski (5)",51.1,,-2.1,6.70,3.36,3.34,0.0,
3010112,"Stare Miasto (2)",132.8,,3.3,12.99,6.40,6.59,0.0,
3010123,"Ślesin (3)",95.2,,-5.3,13.86,6.90,6.96,22.2,
3010124,"Ślesin - miasto (4)",427.8,,-7.1,3.08,1.52,1.56,100.0,
3010125,"Ślesin - obszar wiejski (5)",77.9,,-4.8,10.79,5.38,5.40,0.0,
3010132,"Wierzbinek (2)",46.7,,-3.9,6.89,3.48,3.41,0.0,
3010142,"Wilczyn (2)",69.1,,-7.6,5.74,2.86,2.89,0.0,
3011000,"Powiat kościański",106.4,,-4.7,76.88,37.69,39.18,46.1,
3011011,"Kościan (1)",2564.9,,-12.3,23.11,10.96,12.16,100.0,
3011023,"Czempiń (3)",80.5,,0.6,11.44,5.65,5.79,44.3,
3011024,"Czempiń - miasto (4)",1412.8,,-4.7,5.07,2.44,2.63,100.0,
3011025,"Czempiń - obszar wiejski (5)",46.0,,4.9,6.37,3.21,3.16,0.0,
3011032,"Kościan (2)",78.5,,-0.8,15.88,7.94,7.95,0.0,
3011043,"Krzywiń (3)",52.7,,-4.1,9.44,4.77,4.68,17.5,
3011044,"Krzywiń - miasto (4)",727.8,,-6.0,1.65,0.82,0.83,100.0,
3011045,"Krzywiń - obszar wiejski (5)",44.1,,-3.7,7.79,3.95,3.84,0.0,
3011053,"Śmigiel (3)",89.6,,-1.9,17.00,8.38,8.62,32.9,
3011054,"Śmigiel - miasto (4)",1055.1,,-4.3,5.59,2.72,2.88,100.0,
3011055,"Śmigiel - obszar wiejski (5)",61.8,,-0.7,11.41,5.67,5.74,0.0,
3012000,"Powiat krotoszyński",104.4,,-6.1,74.46,36.55,37.91,59.4,
3012011,"Sulmierzyce (1)",92.7,,-5.1,2.71,1.34,1.36,100.0,
3012023,"Kobylin (3)",68.2,,-5.2,7.64,3.85,3.79,41.8,
3012024,"Kobylin - miasto (4)",656.1,,-2.5,3.20,1.57,1.63,100.0,
3012025,"Kobylin - obszar wiejski (5)",41.5,,-7.1,4.45,2.28,2.17,0.0,
3012033,"Koźmin Wielkopolski (3)",81.5,,-11.5,12.42,6.06,6.36,48.7,
3012034,"Koźmin Wielkopolski - miasto (4)",1026.7,,-11.4,6.05,2.89,3.16,100.0,
3012035,"Koźmin Wielkopolski - obszar wiejski (5)",43.5,,-11.5,6.38,3.17,3.21,0.0,
3012043,"Krotoszyn (3)",153.4,,-4.1,39.23,19.01,20.22,71.4,
3012044,"Krotoszyn - miasto (4)",1242.5,,-4.3,28.01,13.41,14.60,100.0,
3012045,"Krotoszyn - obszar wiejski (5)",48.1,,-3.6,11.22,5.60,5.62,0.0,
3012052,"Rozdrażew (2)",61.9,,-8.3,4.89,2.47,2.43,0.0,
3012063,"Zduny (3)",89.1,,-7.5,7.57,3.82,3.75,56.3,
3012064,"Zduny - miasto (4)",686.9,,-12.8,4.26,2.13,2.13,100.0,
3012065,"Zduny - obszar wiejski (5)",42.0,,-0.6,3.31,1.69,1.62,0.0,
3013000,"Powiat leszczyński",75.2,,9.1,60.56,30.09,30.47,8.8,
3013012,"Krzemieniewo (2)",68.3,,-6.4,7.72,3.84,3.89,0.0,
3013022,"Lipno (2)",97.9,,25.5,10.17,5.08,5.09,0.0,
3013033,"Osieczna (3)",72.7,,1.7,9.35,4.62,4.73,26.0,
3013034,"Osieczna - miasto (4)",511.3,,-3.7,2.43,1.18,1.26,100.0,
3013035,"Osieczna - obszar wiejski (5)",55.8,,3.6,6.92,3.44,3.47,0.0,
3013043,"Rydzyna (3)",78.9,,11.4,10.71,5.30,5.40,26.8,
3013044,"Rydzyna - miasto (4)",1303.2,,-0.7,2.87,1.39,1.48,100.0,
3013045,"Rydzyna - obszar wiejski (5)",58.8,,15.9,7.84,3.91,3.93,0.0,
3013052,"Święciechowa (2)",65.7,,14.0,8.86,4.42,4.45,0.0,
3013062,"Wijewo (2)",60.7,,7.2,3.76,1.91,1.85,0.0,
3013072,"Włoszakowice (2)",78.2,,5.6,9.99,4.93,5.06,0.0,
3014000,"Powiat międzychodzki",48.2,,-3.0,35.49,17.63,17.86,44.1,
3014012,"Chrzypsko Wielkie (2)",37.6,,-5.3,3.18,1.64,1.54,0.0,
3014022,"Kwilcz (2)",42.9,,-0.3,6.08,3.10,2.98,0.0,
3014033,"Międzychód (3)",57.9,,-3.0,17.77,8.76,9.02,55.6,
3014034,"Międzychód - miasto (4)",1416.6,,-6.8,9.89,4.77,5.12,100.0,
3014035,"Międzychód - obszar wiejski (5)",26.3,,1.8,7.89,3.99,3.90,0.0,
3014043,"Sieraków (3)",41.6,,-4.1,8.46,4.14,4.32,68.2,
3014044,"Sieraków - miasto (4)",409.9,,-8.4,5.77,2.81,2.96,100.0,
3014045,"Sieraków - obszar wiejski (5)",14.2,,5.2,2.69,1.33,1.36,0.0,
3015000,"Powiat nowotomyski",74.2,,-2.2,75.02,36.94,38.08,43.3,
3015012,"Kuślin (2)",47.9,,-10.1,5.10,2.60,2.50,0.0,
3015023,"Lwówek (3)",47.1,,-8.7,8.65,4.28,4.37,33.6,
3015024,"Lwówek - miasto (4)",919.0,,-6.5,2.90,1.40,1.51,100.0,
3015025,"Lwówek - obszar wiejski (5)",31.8,,-9.8,5.74,2.89,2.86,0.0,
3015032,"Miedzichowo (2)",18.7,,1.8,3.90,1.95,1.95,0.0,
3015043,"Nowy Tomyśl (3)",149.3,,2.8,27.84,13.55,14.29,48.2,
3015044,"Nowy Tomyśl - miasto (4)",2577.7,,-13.8,13.40,6.32,7.09,100.0,
3015045,"Nowy Tomyśl - obszar wiejski (5)",79.6,,18.7,14.43,7.23,7.20,0.0,
3015053,"Opalenica (3)",107.9,,-8.9,15.85,7.81,8.03,58.1,
3015054,"Opalenica - miasto (4)",1433.5,,-10.8,9.20,4.45,4.75,100.0,
3015055,"Opalenica - obszar wiejski (5)",47.3,,-6.3,6.64,3.36,3.28,0.0,
3015063,"Zbąszyń (3)",76.1,,1.6,13.69,6.74,6.95,51.2,
3015064,"Zbąszyń - miasto (4)",1295.0,,-1.4,7.01,3.34,3.66,100.0,
3015065,"Zbąszyń - obszar wiejski (5)",38.3,,4.8,6.68,3.40,3.28,0.0,
3016000,"Powiat obornicki",82.5,,-2.6,58.66,29.00,29.66,47.4,
3016013,"Oborniki (3)",100.0,,-2.6,34.01,16.66,17.35,50.2,
3016014,"Oborniki - miasto (4)",1213.6,,-8.8,17.09,8.12,8.97,100.0,
3016015,"Oborniki - obszar wiejski (5)",51.9,,3.7,16.92,8.54,8.38,0.0,
3016023,"Rogoźno (3)",82.8,,-0.6,17.90,8.90,9.00,59.7,
3016024,"Rogoźno - miasto (4)",951.4,,-7.2,10.69,5.24,5.45,100.0,
3016025,"Rogoźno - obszar wiejski (5)",35.2,,9.2,7.21,3.66,3.55,0.0,
